,produto,categoria,Ano,quantidade_L
1151,Mistelas,DERIVADOS,1994,0
1152,Néctar de uva,DERIVADOS,1994,0
1153,Licorosos,DERIVADOS,1994,0
1154,Compostos,DERIVADOS,1994,0
1155,Jeropiga,DERIVADOS,1994,0
1156,Filtrado,DERIVADOS,1994,0
1157,Frisante,DERIVADOS,1994,0
1158,Vinho leve,DERIVADOS,1994,0
1159,Vinho licoroso,DERIVADOS,1994,0
1160,Brandy,DERIVADOS,1994,0
1161,Destilado,DERIVADOS,1994,0
1162,Bagaceira,DERIVADOS,1994,0
1163,Licor de bagaceira,DERIVADOS,1994,0
1164,Vinagre,DERIVADOS,1994,0
1165,Borra líquida,DERIVADOS,1994,0
1166,Borra seca,DERIVADOS,1994,0
1167,Vinho Composto,DERIVADOS,1994,0
1168,Pisco,DERIVADOS,1994,0
1169,Vinho orgânico,DERIVADOS,1994,4745442
1170,Espumante orgânico,DERIVADOS,1994,0
1171,Destilado alcoólico simples de bagaceira ,DERIVADOS,1994,0
1172,Vinho acidificado ,DERIVADOS,1994,0
1173,Mosto parcialmente fermentado ,DERIVADOS,1994,0
1174,Outros derivados,DERIVADOS,1994,0
1175,Tinto,VINHO DE MESA,1995,167174017
1176,Branco,VINHO DE MESA,1995,15472732
1177,Rosado,VINHO DE MESA,1995,32141555
1178,Tinto,VINHO FINO DE MESA (VINÍFERA),1995,11924291
1179,Branco,VINHO FINO DE MESA (VINÍFERA),1995,34209738
1180,Rosado,VINHO FINO DE MESA (VINÍFERA),1995,992200
1181,Suco de uva integral,SUCO,1995,4123776
1182,Suco de uva concentrado,SUCO,1995,8770183
1183,Suco de uva adoçado,SUCO,1995,0
1184,Suco de uva orgânico,SUCO,1995,0
1185,Suco de uva reconstituído,SUCO,1995,0
1186,Espumante,DERIVADOS,1995,0
1187,Espumante moscatel,DERIVADOS,1995,0
1188,Base espumante,DERIVADOS,1995,0
1189,Base espumante moscatel,DERIVADOS,1995,0
1190,Base Champenoise champanha,DERIVADOS,1995,0
1191,Base Charmat champanha,DERIVADOS,1995,0
1192,Bebida de uva,DERIVADOS,1995,0
1193,Polpa de uva,DERIVADOS,1995,0
1194,Mosto simples,DERIVADOS,1995,20917600
1195,Mosto concentrado,DERIVADOS,1995,265000
1196,Mosto de uva com bagaço,DERIVADOS,1995,0
1197,Mosto dessulfitado,DERIVADOS,1995,0
1198,Mistelas,DERIVADOS,1995,0
1199,Néctar de uva,DERIVADOS,1995,0
1200,Licorosos,DERIVADOS,1995,0
1201,Compostos,DERIVADOS,1995,0
1202,Jeropiga,DERIVADOS,1995,0
1203,Filtrado,DERIVADOS,1995,0
1204,Frisante,DERIVADOS,1995,0
1205,Vinho leve,DERIVADOS,1995,0
1206,Vinho licoroso,DERIVADOS,1995,0
1207,Brandy,DERIVADOS,1995,0
1208,Destilado,DERIVADOS,1995,0
1209,Bagaceira,DERIVADOS,1995,0
1210,Licor de bagaceira,DERIVADOS,1995,0
1211,Vinagre,DERIVADOS,1995,0
1212,Borra líquida,DERIVADOS,1995,0
1213,Borra seca,DERIVADOS,1995,0
1214,Vinho Composto,DERIVADOS,1995,0
1215,Pisco,DERIVADOS,1995,0
1216,Vinho orgânico,DERIVADOS,1995,2454500
1217,Espumante orgânico,DERIVADOS,1995,0
1218,Destilado alcoólico simples de bagaceira ,DERIVADOS,1995,0
1219,Vinho acidificado ,DERIVADOS,1995,0
1220,Mosto parcialmente fermentado ,DERIVADOS,1995,0
1221,Outros derivados,DERIVADOS,1995,0
1222,Tinto,VINHO DE MESA,1996,115896909
1223,Branco,VINHO DE MESA,1996,24073622
1224,Rosado,VINHO DE MESA,1996,12947240
1225,Tinto,VINHO FINO DE MESA (VINÍFERA),1996,12819866
1226,Branco,VINHO FINO DE MESA (VINÍFERA),1996,31893892
1227,Rosado,VINHO FINO DE MESA (VINÍFERA),1996,611300
1228,Suco de uva integral,SUCO,1996,2407900
1229,Suco de uva concentrado,SUCO,1996,6782000
1230,Suco de uva adoçado,SUCO,1996,0
1231,Suco de uva orgânico,SUCO,1996,0
1232,Suco de uva reconstituído,SUCO,1996,0
1233,Espumante,DERIVADOS,1996,0
1234,Espumante moscatel,DERIVADOS,1996,0
1235,Base espumante,DERIVADOS,1996,0
1236,Base espumante moscatel,DERIVADOS,1996,0
1237,Base Champenoise champanha,DERIVADOS,1996,0
1238,Base Charmat champanha,DERIVADOS,1996,0
1239,Bebida de uva,DERIVADOS,1996,0
1240,Polpa de uva,DERIVADOS,1996,0
1241,Mosto simples,DERIVADOS,1996,12111372
1242,Mosto concentrado,DERIVADOS,1996,292000
1243,Mosto de uva com bagaço,DERIVADOS,1996,0
1244,Mosto dessulfitado,DERIVADOS,1996,0
1245,Mistelas,DERIVADOS,1996,0
1246,Néctar de uva,DERIVADOS,1996,0
1247,Licorosos,DERIVADOS,1996,0
1248,Compostos,DERIVADOS,1996,0
1249,Jeropiga,DERIVADOS,1996,0
1250,Filtrado,DERIVADOS,1996,0
1251,Frisante,DERIVADOS,1996,0
1252,Vinho leve,DERIVADOS,1996,0
1253,Vinho licoroso,DERIVADOS,1996,0
1254,Brandy,DERIVADOS,1996,0
1255,Destilado,DERIVADOS,1996,0
1256,Bagaceira,DERIVADOS,1996,0
1257,Licor de bagaceira,DERIVADOS,1996,0
1258,Vinagre,DERIVADOS,1996,0
1259,Borra líquida,DERIVADOS,1996,0
1260,Borra seca,DERIVADOS,1996,0
1261,Vinho Composto,DERIVADOS,1996,0
1262,Pisco,DERIVADOS,1996,0
1263,Vinho orgânico,DERIVADOS,1996,351426
1264,Espumante orgânico,DERIVADOS,1996,0
1265,Destilado alcoólico simples de bagaceira ,DERIVADOS,1996,0
1266,Vinho acidificado ,DERIVADOS,1996,0
1267,Mosto parcialmente fermentado ,DERIVADOS,1996,0
1268,Outros derivados,DERIVADOS,1996,0
1269,Tinto,VINHO DE MESA,1997,116458841
1270,Branco,VINHO DE MESA,1997,41842945
1271,Rosado,VINHO DE MESA,1997,24514261
1272,Tinto,VINHO FINO DE MESA (VINÍFERA),1997,12590647
1273,Branco,VINHO FINO DE MESA (VINÍFERA),1997,33792167
1274,Rosado,VINHO FINO DE MESA (VINÍFERA),1997,605600
1275,Suco de uva integral,SUCO,1997,2884969
1276,Suco de uva concentrado,SUCO,1997,10524045
1277,Suco de uva adoçado,SUCO,1997,0
1278,Suco de uva orgânico,SUCO,1997,0
1279,Suco de uva reconstituído,SUCO,1997,0
1280,Espumante,DERIVADOS,1997,0
1281,Espumante moscatel,DERIVADOS,1997,0
1282,Base espumante,DERIVADOS,1997,0
1283,Base espumante moscatel,DERIVADOS,1997,0
1284,Base Champenoise champanha,DERIVADOS,1997,0
1285,Base Charmat champanha,DERIVADOS,1997,0
1286,Bebida de uva,DERIVADOS,1997,0
1287,Polpa de uva,DERIVADOS,1997,0
1288,Mosto simples,DERIVADOS,1997,19066000
1289,Mosto concentrado,DERIVADOS,1997,490000
1290,Mosto de uva com bagaço,DERIVADOS,1997,0
1291,Mosto dessulfitado,DERIVADOS,1997,0
1292,Mistelas,DERIVADOS,1997,0
1293,Néctar de uva,DERIVADOS,1997,0
1294,Licorosos,DERIVADOS,1997,0
1295,Compostos,DERIVADOS,1997,0
1296,Jeropiga,DERIVADOS,1997,0
1297,Filtrado,DERIVADOS,1997,0
1298,Frisante,DERIVADOS,1997,0
1299,Vinho leve,DERIVADOS,1997,0
1300,Vinho licoroso,DERIVADOS,1997,0
1301,Brandy,DERIVADOS,1997,0
1302,Destilado,DERIVADOS,1997,0
1303,Bagaceira,DERIVADOS,1997,0
1304,Licor de bagaceira,DERIVADOS,1997,0
1305,Vinagre,DERIVADOS,1997,0
1306,Borra líquida,DERIVADOS,1997,0
1307,Borra seca,DERIVADOS,1997,0
1308,Vinho Composto,DERIVADOS,1997,0
1309,Pisco,DERIVADOS,1997,0
1310,Vinho orgânico,DERIVADOS,1997,4997317
1311,Espumante orgânico,DERIVADOS,1997,0
1312,Destilado alcoólico simples de bagaceira ,DERIVADOS,1997,0
1313,Vinho acidificado ,DERIVADOS,1997,0
1314,Mosto parcialmente fermentado ,DERIVADOS,1997,0
1315,Outros derivados,DERIVADOS,1997,0
1316,Tinto,VINHO DE MESA,1998,102127865
1317,Branco,VINHO DE MESA,1998,32140249
1318,Rosado,VINHO DE MESA,1998,16546829
1319,Tinto,VINHO FINO DE MESA (VINÍFERA),1998,8716140
1320,Branco,VINHO FINO DE MESA (VINÍFERA),1998,24384090
1321,Rosado,VINHO FINO DE MESA (VINÍFERA),1998,798400
1322,Suco de uva integral,SUCO,1998,3904186
1323,Suco de uva concentrado,SUCO,1998,10000000
1324,Suco de uva adoçado,SUCO,1998,0
1325,Suco de uva orgânico,SUCO,1998,0
1326,Suco de uva reconstituído,SUCO,1998,0
1327,Espumante,DERIVADOS,1998,0
1328,Espumante moscatel,DERIVADOS,1998,0
1329,Base espumante,DERIVADOS,1998,0
1330,Base espumante moscatel,DERIVADOS,1998,0
1331,Base Champenoise champanha,DERIVADOS,1998,0
1332,Base Charmat champanha,DERIVADOS,1998,0
1333,Bebida de uva,DERIVADOS,1998,0
1334,Polpa de uva,DERIVADOS,1998,0
1335,Mosto simples,DERIVADOS,1998,11046570
1336,Mosto concentrado,DERIVADOS,1998,381000
1337,Mosto de uva com bagaço,DERIVADOS,1998,0
1338,Mosto dessulfitado,DERIVADOS,1998,0
1339,Mistelas,DERIVADOS,1998,0
1340,Néctar de uva,DERIVADOS,1998,0
1341,Licorosos,DERIVADOS,1998,0
1342,Compostos,DERIVADOS,1998,0
1343,Jeropiga,DERIVADOS,1998,0
1344,Filtrado,DERIVADOS,1998,0
1345,Frisante,DERIVADOS,1998,0
1346,Vinho leve,DERIVADOS,1998,0
1347,Vinho licoroso,DERIVADOS,1998,0
1348,Brandy,DERIVADOS,1998,0
1349,Destilado,DERIVADOS,1998,0
1350,Bagaceira,DERIVADOS,1998,0
1351,Licor de bagaceira,DERIVADOS,1998,0
1352,Vinagre,DERIVADOS,1998,0
1353,Borra líquida,DERIVADOS,1998,0
1354,Borra seca,DERIVADOS,1998,0
1355,Vinho Composto,DERIVADOS,1998,0
1356,Pisco,DERIVADOS,1998,0
1357,Vinho orgânico,DERIVADOS,1998,3265781
1358,Espumante orgânico,DERIVADOS,1998,0
1359,Destilado alcoólico simples de bagaceira ,DERIVADOS,1998,0
1360,Vinho acidificado ,DERIVADOS,1998,0
1361,Mosto parcialmente fermentado ,DERIVADOS,1998,0
1362,Outros derivados,DERIVADOS,1998,0
1363,Tinto,VINHO DE MESA,1999,168149414
1364,Branco,VINHO DE MESA,1999,42528150
1365,Rosado,VINHO DE MESA,1999,15843212
1366,Tinto,VINHO FINO DE MESA (VINÍFERA),1999,14640657
1367,Branco,VINHO FINO DE MESA (VINÍFERA),1999,30674840
1368,Rosado,VINHO FINO DE MESA (VINÍFERA),1999,515000
1369,Suco de uva integral,SUCO,1999,4132303
1370,Suco de uva concentrado,SUCO,1999,11400000
1371,Suco de uva adoçado,SUCO,1999,0
1372,Suco de uva orgânico,SUCO,1999,0
1373,Suco de uva reconstituído,SUCO,1999,0
1374,Espumante,DERIVADOS,1999,6900
1375,Espumante moscatel,DERIVADOS,1999,0
1376,Base espumante,DERIVADOS,1999,0
1377,Base espumante moscatel,DERIVADOS,1999,0
1378,Base Champenoise champanha,DERIVADOS,1999,0
1379,Base Charmat champanha,DERIVADOS,1999,0
1380,Bebida de uva,DERIVADOS,1999,0
1381,Polpa de uva,DERIVADOS,1999,0
1382,Mosto simples,DERIVADOS,1999,14359734
1383,Mosto concentrado,DERIVADOS,1999,411354
1384,Mosto de uva com bagaço,DERIVADOS,1999,0
1385,Mosto dessulfitado,DERIVADOS,1999,0
1386,Mistelas,DERIVADOS,1999,0
1387,Néctar de uva,DERIVADOS,1999,0
1388,Licorosos,DERIVADOS,1999,44740
1389,Compostos,DERIVADOS,1999,0
1390,Jeropiga,DERIVADOS,1999,0
1391,Filtrado,DERIVADOS,1999,0
1392,Frisante,DERIVADOS,1999,0
1393,Vinho leve,DERIVADOS,1999,0
1394,Vinho licoroso,DERIVADOS,1999,0
1395,Brandy,DERIVADOS,1999,0
1396,Destilado,DERIVADOS,1999,7350
1397,Bagaceira,DERIVADOS,1999,0
1398,Licor de bagaceira,DERIVADOS,1999,0
1399,Vinagre,DERIVADOS,1999,0
1400,Borra líquida,DERIVADOS,1999,0
1401,Borra seca,DERIVADOS,1999,0
1402,Vinho Composto,DERIVADOS,1999,0
1403,Pisco,DERIVADOS,1999,0
1404,Vinho orgânico,DERIVADOS,1999,8592228
1405,Espumante orgânico,DERIVADOS,1999,0
1406,Destilado alcoólico simples de bagaceira ,DERIVADOS,1999,0
1407,Vinho acidificado ,DERIVADOS,1999,0
1408,Mosto parcialmente fermentado ,DERIVADOS,1999,0
1409,Outros derivados,DERIVADOS,1999,0
1410,Tinto,VINHO DE MESA,2000,208242670
1411,Branco,VINHO DE MESA,2000,44902276
1412,Rosado,VINHO DE MESA,2000,19880630
1413,Tinto,VINHO FINO DE MESA (VINÍFERA),2000,18545613
1414,Branco,VINHO FINO DE MESA (VINÍFERA),2000,36955126
1415,Rosado,VINHO FINO DE MESA (VINÍFERA),2000,709000
1416,Suco de uva integral,SUCO,2000,3546779
1417,Suco de uva concentrado,SUCO,2000,14176000
1418,Suco de uva adoçado,SUCO,2000,0
1419,Suco de uva orgânico,SUCO,2000,0
1420,Suco de uva reconstituído,SUCO,2000,0
1421,Espumante,DERIVADOS,2000,71410
1422,Espumante moscatel,DERIVADOS,2000,0
1423,Base espumante,DERIVADOS,2000,0
1424,Base espumante moscatel,DERIVADOS,2000,0
1425,Base Champenoise champanha,DERIVADOS,2000,0
1426,Base Charmat champanha,DERIVADOS,2000,0
1427,Bebida de uva,DERIVADOS,2000,0
1428,Polpa de uva,DERIVADOS,2000,0
1429,Mosto simples,DERIVADOS,2000,16192018
1430,Mosto concentrado,DERIVADOS,2000,0
1431,Mosto de uva com bagaço,DERIVADOS,2000,0
1432,Mosto dessulfitado,DERIVADOS,2000,0
1433,Mistelas,DERIVADOS,2000,33000
1434,Néctar de uva,DERIVADOS,2000,0
1435,Licorosos,DERIVADOS,2000,21000
1436,Compostos,DERIVADOS,2000,0
1437,Jeropiga,DERIVADOS,2000,0
1438,Filtrado,DERIVADOS,2000,0
1439,Frisante,DERIVADOS,2000,0
1440,Vinho leve,DERIVADOS,2000,0
1441,Vinho licoroso,DERIVADOS,2000,0
1442,Brandy,DERIVADOS,2000,0
1443,Destilado,DERIVADOS,2000,1960
1444,Bagaceira,DERIVADOS,2000,12700
1445,Licor de bagaceira,DERIVADOS,2000,0
1446,Vinagre,DERIVADOS,2000,0
1447,Borra líquida,DERIVADOS,2000,9626928
1448,Borra seca,DERIVADOS,2000,0
1449,Vinho Composto,DERIVADOS,2000,0
1450,Pisco,DERIVADOS,2000,0
1451,Vinho orgânico,DERIVADOS,2000,0
1452,Espumante orgânico,DERIVADOS,2000,0
1453,Destilado alcoólico simples de bagaceira ,DERIVADOS,2000,0
1454,Vinho acidificado ,DERIVADOS,2000,0
1455,Mosto parcialmente fermentado ,DERIVADOS,2000,0
1456,Outros derivados,DERIVADOS,2000,0
1457,Tinto,VINHO DE MESA,2001,175267437
1458,Branco,VINHO DE MESA,2001,44322836
1459,Rosado,VINHO DE MESA,2001,9342185
1460,Tinto,VINHO FINO DE MESA (VINÍFERA),2001,13587683
1461,Branco,VINHO FINO DE MESA (VINÍFERA),2001,20393594
1462,Rosado,VINHO FINO DE MESA (VINÍFERA),2001,178000
1463,Suco de uva integral,SUCO,2001,5196430
1464,Suco de uva concentrado,SUCO,2001,12790752
1465,Suco de uva adoçado,SUCO,2001,0
1466,Suco de uva orgânico,SUCO,2001,0
1467,Suco de uva reconstituído,SUCO,2001,0
1468,Espumante,DERIVADOS,2001,0
1469,Espumante moscatel,DERIVADOS,2001,276099
1470,Base espumante,DERIVADOS,2001,0
1471,Base espumante moscatel,DERIVADOS,2001,0
1472,Base Champenoise champanha,DERIVADOS,2001,0
1473,Base Charmat champanha,DERIVADOS,2001,0
1474,Bebida de uva,DERIVADOS,2001,0
1475,Polpa de uva,DERIVADOS,2001,0
1476,Mosto simples,DERIVADOS,2001,6977231
1477,Mosto concentrado,DERIVADOS,2001,0
1478,Mosto de uva com bagaço,DERIVADOS,2001,0
1479,Mosto dessulfitado,DERIVADOS,2001,0
1480,Mistelas,DERIVADOS,2001,15000
1481,Néctar de uva,DERIVADOS,2001,0
1482,Licorosos,DERIVADOS,2001,4000
1483,Compostos,DERIVADOS,2001,0
1484,Jeropiga,DERIVADOS,2001,0
1485,Filtrado,DERIVADOS,2001,0
1486,Frisante,DERIVADOS,2001,0
1487,Vinho leve,DERIVADOS,2001,0
1488,Vinho licoroso,DERIVADOS,2001,0
1489,Brandy,DERIVADOS,2001,0
1490,Destilado,DERIVADOS,2001,0
1491,Bagaceira,DERIVADOS,2001,10350
1492,Licor de bagaceira,DERIVADOS,2001,0
1493,Vinagre,DERIVADOS,2001,0
1494,Borra líquida,DERIVADOS,2001,8216162
1495,Borra seca,DERIVADOS,2001,0
1496,Vinho Composto,DERIVADOS,2001,0
1497,Pisco,DERIVADOS,2001,0
1498,Vinho orgânico,DERIVADOS,2001,0
1499,Espumante orgânico,DERIVADOS,2001,0
1500,Destilado alcoólico simples de bagaceira ,DERIVADOS,2001,0
1501,Vinho acidificado ,DERIVADOS,2001,0
1502,Mosto parcialmente fermentado ,DERIVADOS,2001,0
1503,Outros derivados,DERIVADOS,2001,0
1504,Tinto,VINHO DE MESA,2002,215892333
1505,Branco,VINHO DE MESA,2002,35329657
1506,Rosado,VINHO DE MESA,2002,8367750
1507,Tinto,VINHO FINO DE MESA (VINÍFERA),2002,13619033
1508,Branco,VINHO FINO DE MESA (VINÍFERA),2002,17911689
1509,Rosado,VINHO FINO DE MESA (VINÍFERA),2002,124504
1510,Suco de uva integral,SUCO,2002,5505889
1511,Suco de uva concentrado,SUCO,2002,14722802
1512,Suco de uva adoçado,SUCO,2002,0
1513,Suco de uva orgânico,SUCO,2002,0
1514,Suco de uva reconstituído,SUCO,2002,0
1515,Espumante,DERIVADOS,2002,0
1516,Espumante moscatel,DERIVADOS,2002,0
1517,Base espumante,DERIVADOS,2002,0
1518,Base espumante moscatel,DERIVADOS,2002,0
1519,Base Champenoise champanha,DERIVADOS,2002,0
1520,Base Charmat champanha,DERIVADOS,2002,0
1521,Bebida de uva,DERIVADOS,2002,0
1522,Polpa de uva,DERIVADOS,2002,0
1523,Mosto simples,DERIVADOS,2002,12875000
1524,Mosto concentrado,DERIVADOS,2002,0
1525,Mosto de uva com bagaço,DERIVADOS,2002,0
1526,Mosto dessulfitado,DERIVADOS,2002,0
1527,Mistelas,DERIVADOS,2002,0
1528,Néctar de uva,DERIVADOS,2002,0
1529,Licorosos,DERIVADOS,2002,0
1530,Compostos,DERIVADOS,2002,0
1531,Jeropiga,DERIVADOS,2002,0
1532,Filtrado,DERIVADOS,2002,0
1533,Frisante,DERIVADOS,2002,0
1534,Vinho leve,DERIVADOS,2002,0
1535,Vinho licoroso,DERIVADOS,2002,0
1536,Brandy,DERIVADOS,2002,0
1537,Destilado,DERIVADOS,2002,0
1538,Bagaceira,DERIVADOS,2002,0
1539,Licor de bagaceira,DERIVADOS,2002,0
1540,Vinagre,DERIVADOS,2002,0
1541,Borra líquida,DERIVADOS,2002,8541861
1542,Borra seca,DERIVADOS,2002,0
1543,Vinho Composto,DERIVADOS,2002,0
1544,Pisco,DERIVADOS,2002,0
1545,Vinho orgânico,DERIVADOS,2002,6705487
1546,Espumante orgânico,DERIVADOS,2002,0
1547,Destilado alcoólico simples de bagaceira ,DERIVADOS,2002,0
1548,Vinho acidificado ,DERIVADOS,2002,0
1549,Mosto parcialmente fermentado ,DERIVADOS,2002,0
1550,Outros derivados,DERIVADOS,2002,0
1551,Tinto,VINHO DE MESA,2003,155513687
1552,Branco,VINHO DE MESA,2003,40861639
1553,Rosado,VINHO DE MESA,2003,6170398
1554,Tinto,VINHO FINO DE MESA (VINÍFERA),2003,15357576
1555,Branco,VINHO FINO DE MESA (VINÍFERA),2003,14058481
1556,Rosado,VINHO FINO DE MESA (VINÍFERA),2003,135400
1557,Suco de uva integral,SUCO,2003,1372381
1558,Suco de uva concentrado,SUCO,2003,11048364
1559,Suco de uva adoçado,SUCO,2003,0
1560,Suco de uva orgânico,SUCO,2003,0
1561,Suco de uva reconstituído,SUCO,2003,0
1562,Espumante,DERIVADOS,2003,0
1563,Espumante moscatel,DERIVADOS,2003,147600
1564,Base espumante,DERIVADOS,2003,0
1565,Base espumante moscatel,DERIVADOS,2003,0
1566,Base Champenoise champanha,DERIVADOS,2003,0
1567,Base Charmat champanha,DERIVADOS,2003,0
1568,Bebida de uva,DERIVADOS,2003,0
1569,Polpa de uva,DERIVADOS,2003,0
1570,Mosto simples,DERIVADOS,2003,13172480
1571,Mosto concentrado,DERIVADOS,2003,0
1572,Mosto de uva com bagaço,DERIVADOS,2003,0
1573,Mosto dessulfitado,DERIVADOS,2003,0
1574,Mistelas,DERIVADOS,2003,5500
1575,Néctar de uva,DERIVADOS,2003,0
1576,Licorosos,DERIVADOS,2003,34420
1577,Compostos,DERIVADOS,2003,0
1578,Jeropiga,DERIVADOS,2003,0
1579,Filtrado,DERIVADOS,2003,0
1580,Frisante,DERIVADOS,2003,0
1581,Vinho leve,DERIVADOS,2003,11000
1582,Vinho licoroso,DERIVADOS,2003,0
1583,Brandy,DERIVADOS,2003,0
1584,Destilado,DERIVADOS,2003,0
1585,Bagaceira,DERIVADOS,2003,26800
1586,Licor de bagaceira,DERIVADOS,2003,0
1587,Vinagre,DERIVADOS,2003,0
1588,Borra líquida,DERIVADOS,2003,3126172
1589,Borra seca,DERIVADOS,2003,0
1590,Vinho Composto,DERIVADOS,2003,0
1591,Pisco,DERIVADOS,2003,0
1592,Vinho orgânico,DERIVADOS,2003,7584380
1593,Espumante orgânico,DERIVADOS,2003,0
1594,Destilado alcoólico simples de bagaceira ,DERIVADOS,2003,0
1595,Vinho acidificado ,DERIVADOS,2003,0
1596,Mosto parcialmente fermentado ,DERIVADOS,2003,0
1597,Outros derivados,DERIVADOS,2003,0
1598,Tinto,VINHO DE MESA,2004,254172425
1599,Branco,VINHO DE MESA,2004,51719967
1600,Rosado,VINHO DE MESA,2004,8069892
1601,Tinto,VINHO FINO DE MESA (VINÍFERA),2004,23062182
1602,Branco,VINHO FINO DE MESA (VINÍFERA),2004,19803647
1603,Rosado,VINHO FINO DE MESA (VINÍFERA),2004,36779
1604,Suco de uva integral,SUCO,2004,6222380
1605,Suco de uva concentrado,SUCO,2004,17855732
1606,Suco de uva adoçado,SUCO,2004,0
1607,Suco de uva orgânico,SUCO,2004,0
1608,Suco de uva reconstituído,SUCO,2004,0
1609,Espumante,DERIVADOS,2004,3999
1610,Espumante moscatel,DERIVADOS,2004,204000
1611,Base espumante,DERIVADOS,2004,0
1612,Base espumante moscatel,DERIVADOS,2004,98900
1613,Base Champenoise champanha,DERIVADOS,2004,0
1614,Base Charmat champanha,DERIVADOS,2004,0
1615,Bebida de uva,DERIVADOS,2004,0
1616,Polpa de uva,DERIVADOS,2004,890562
1617,Mosto simples,DERIVADOS,2004,26067525
1618,Mosto concentrado,DERIVADOS,2004,0
1619,Mosto de uva com bagaço,DERIVADOS,2004,0
1620,Mosto dessulfitado,DERIVADOS,2004,0
1621,Mistelas,DERIVADOS,2004,11500
1622,Néctar de uva,DERIVADOS,2004,0
1623,Licorosos,DERIVADOS,2004,0
1624,Compostos,DERIVADOS,2004,0
1625,Jeropiga,DERIVADOS,2004,0
1626,Filtrado,DERIVADOS,2004,0
1627,Frisante,DERIVADOS,2004,0
1628,Vinho leve,DERIVADOS,2004,6000
1629,Vinho licoroso,DERIVADOS,2004,77800
1630,Brandy,DERIVADOS,2004,0
1631,Destilado,DERIVADOS,2004,1000
1632,Bagaceira,DERIVADOS,2004,66082
1633,Licor de bagaceira,DERIVADOS,2004,0
1634,Vinagre,DERIVADOS,2004,0
1635,Borra líquida,DERIVADOS,2004,1044490
1636,Borra seca,DERIVADOS,2004,0
1637,Vinho Composto,DERIVADOS,2004,0
1638,Pisco,DERIVADOS,2004,0
1639,Vinho orgânico,DERIVADOS,2004,0
1640,Espumante orgânico,DERIVADOS,2004,0
1641,Destilado alcoólico simples de bagaceira ,DERIVADOS,2004,0
1642,Vinho acidificado ,DERIVADOS,2004,0
1643,Mosto parcialmente fermentado ,DERIVADOS,2004,0
1644,Outros derivados,DERIVADOS,2004,0
1645,Tinto,VINHO DE MESA,2005,180698666
1646,Branco,VINHO DE MESA,2005,39212146
1647,Rosado,VINHO DE MESA,2005,6169620
1648,Tinto,VINHO FINO DE MESA (VINÍFERA),2005,25409805
1649,Branco,VINHO FINO DE MESA (VINÍFERA),2005,20012363
1650,Rosado,VINHO FINO DE MESA (VINÍFERA),2005,31730
1651,Suco de uva integral,SUCO,2005,7103175
1652,Suco de uva concentrado,SUCO,2005,19513244
1653,Suco de uva adoçado,SUCO,2005,1344177
1654,Suco de uva orgânico,SUCO,2005,0
1655,Suco de uva reconstituído,SUCO,2005,0
1656,Espumante,DERIVADOS,2005,1920
1657,Espumante moscatel,DERIVADOS,2005,514480
1658,Base espumante,DERIVADOS,2005,239000
1659,Base espumante moscatel,DERIVADOS,2005,212400
1660,Base Champenoise champanha,DERIVADOS,2005,0
1661,Base Charmat champanha,DERIVADOS,2005,0
1662,Bebida de uva,DERIVADOS,2005,0
1663,Polpa de uva,DERIVADOS,2005,1350672
1664,Mosto simples,DERIVADOS,2005,22429791
1665,Mosto concentrado,DERIVADOS,2005,83116
1666,Mosto de uva com bagaço,DERIVADOS,2005,0
1667,Mosto dessulfitado,DERIVADOS,2005,0
1668,Mistelas,DERIVADOS,2005,9960
1669,Néctar de uva,DERIVADOS,2005,0
1670,Licorosos,DERIVADOS,2005,0
1671,Compostos,DERIVADOS,2005,0
1672,Jeropiga,DERIVADOS,2005,0
1673,Filtrado,DERIVADOS,2005,0
1674,Frisante,DERIVADOS,2005,0
1675,Vinho leve,DERIVADOS,2005,16500
1676,Vinho licoroso,DERIVADOS,2005,125700
1677,Brandy,DERIVADOS,2005,0
1678,Destilado,DERIVADOS,2005,0
1679,Bagaceira,DERIVADOS,2005,32050
1680,Licor de bagaceira,DERIVADOS,2005,0
1681,Vinagre,DERIVADOS,2005,0
1682,Borra líquida,DERIVADOS,2005,526016
1683,Borra seca,DERIVADOS,2005,0
1684,Vinho Composto,DERIVADOS,2005,0
1685,Pisco,DERIVADOS,2005,0
1686,Vinho orgânico,DERIVADOS,2005,0
1687,Espumante orgânico,DERIVADOS,2005,0
1688,Destilado alcoólico simples de bagaceira ,DERIVADOS,2005,0
1689,Vinho acidificado ,DERIVADOS,2005,0
1690,Mosto parcialmente fermentado ,DERIVADOS,2005,0
1691,Outros derivados,DERIVADOS,2005,0
1692,Tinto,VINHO DE MESA,2006,149552555
1693,Branco,VINHO DE MESA,2006,31738390
1694,Rosado,VINHO DE MESA,2006,3809942
1695,Tinto,VINHO FINO DE MESA (VINÍFERA),2006,18868108
1696,Branco,VINHO FINO DE MESA (VINÍFERA),2006,13249969
1697,Rosado,VINHO FINO DE MESA (VINÍFERA),2006,50900
1698,Suco de uva integral,SUCO,2006,13946491
1699,Suco de uva concentrado,SUCO,2006,17414605
1700,Suco de uva adoçado,SUCO,2006,0
1701,Suco de uva orgânico,SUCO,2006,0
1702,Suco de uva reconstituído,SUCO,2006,0
1703,Espumante,DERIVADOS,2006,26600
1704,Espumante moscatel,DERIVADOS,2006,320514
1705,Base espumante,DERIVADOS,2006,0
1706,Base espumante moscatel,DERIVADOS,2006,362589
